Sample,Sample ID,Flag,Device,Latitude,Longitude,Water depth,Ocean,Sample depth top,Sample depth bottom,Sample depth average,Author,Journal,Year,Publication doi,Resource doi,Comment,Database,Type,Count min,Count,D. anfracta,G. cavernula,G. crassaformis,G. hirsuta,G. cultrata,G. scitula,G. truncatulinoides,G. tumida,G. ungulata,G. eastropacia,G. inflata,N. dutertrei,N. incompta,N. pachyderma,P. obliquiloculata,G. conglomerata,G. hexagonus,B. pumilio,G. bulloides,G. falconensis,G. conglobatus,G. ruber ruber,G. ruber albus,T. sacculifer,G. tenellus,O. universa,B. digitata,G. siphonifera,G. calida,G. adamsi,T. quinqueloba,T. humilis,G. rubescens,S. dehiscens,C. nitida,G. glutinata,G. uvula,G. minuta,T. iota,H. pelagica,H. digitata
RC10-263,BUFD_0411,1,Trigger,22.93333333,-91.6,3742,7,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. adamsi abundances moved to unidentified",10,1,,362,0,0,0,0,12,7,24,5,0,0,0,14,0,0,39,0,0,0,6,4,2,40,117,17,3,8,0,22,14,0,1,0,2,0,0,19,0,0,0,0,0
RC10-264,BUFD_0412,1,Trigger,22.08333333,-94.83333333,3464,7,0,0.03,0.015,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,360,0,0,4,0,17,1,21,11,0,0,0,13,0,0,16,0,0,0,4,5,3,35,149,21,5,3,5,7,7,0,2,0,2,1,0,26,0,0,0,0,0
RC10-265,BUFD_0413,1,Trigger,21.71666667,-95.83333333,2521,7,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,349,0,0,0,0,23,5,28,6,0,0,0,9,0,0,19,0,0,0,5,7,1,32,134,16,4,13,3,8,8,0,2,0,5,0,0,13,0,0,0,0,0
RC10-266,BUFD_0414,1,Trigger,22.61666667,-96.33333333,2371,7,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,352,0,0,0,0,11,3,24,2,0,0,0,8,0,0,45,0,0,0,11,5,1,40,119,20,3,10,1,14,13,0,0,0,4,0,1,15,0,0,0,0,0
RC10-267,BUFD_0415,1,Trigger,24.05,-94.38333333,3749,7,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,336,0,0,1,0,22,0,32,8,0,0,0,5,1,0,35,0,0,0,6,9,4,17,120,31,0,6,2,13,5,0,0,0,1,0,0,18,0,0,0,0,0
RC10-268,BUFD_0416,1,Trigger,24.9,-92.46666667,3625,7,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,314,0,0,3,0,18,0,33,4,0,0,0,12,0,0,31,0,0,0,4,8,1,25,125,10,3,3,2,14,3,0,0,0,1,0,0,13,0,0,0,0,0
RC10-269,BUFD_0417,1,Trigger,26.3,-89.41666667,2979,7,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,292,0,0,0,1,12,2,11,10,0,1,0,13,1,0,10,0,0,0,4,6,2,23,93,25,1,6,1,16,11,0,4,0,3,0,1,32,0,0,0,0,0
RC10-270,BUFD_0418,1,Trigger,25.18333333,-84.75,2816,7,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,376,0,0,2,0,18,2,15,8,0,1,6,30,0,0,15,0,0,0,3,2,1,41,105,55,2,12,0,27,9,0,0,0,3,0,4,11,0,0,0,0,0
RC11-9,BUFD_0419,1,Piston,7.633333333,-48.08333333,4310,7,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",30,1,,278,0,0,0,0,8,1,0,0,0,0,0,6,0,0,6,0,0,0,0,1,2,11,132,67,0,4,0,15,2,0,0,0,4,0,1,18,0,0,0,0,0
RC11-12,BUFD_0422,0,Trigger,0.916666667,-43.76666667,4145,7,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,2,1,,344,0,0,0,0,32,0,0,5,0,0,0,12,0,0,17,0,0,0,0,0,5,15,123,87,0,3,0,17,4,0,0,0,0,1,0,19,0,0,0,0,0
RC11-13,BUFD_0423,1,Trigger,1.683333333,-41.51666667,4378,7,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",10,1,,524,0,0,1,0,55,0,0,17,0,0,0,13,0,0,17,0,0,0,0,7,0,3,176,143,0,5,4,42,6,0,0,0,4,4,0,23,0,0,0,0,0
RC11-14,BUFD_0424,0,Trigger,-2.066666667,-40.6,1639,11,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,34,1,,608,0,0,0,0,31,0,0,4,0,0,0,18,0,0,5,0,0,0,0,2,2,28,270,97,3,2,1,32,4,0,0,0,21,0,2,76,0,0,0,0,0
RC11-15,BUFD_0425,0,Trigger,-1.166666667,-36.95,4446,11,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,34,1,,328,0,0,1,0,53,0,0,9,0,0,0,11,1,0,30,0,0,0,0,0,4,0,88,86,0,0,1,9,2,0,0,0,0,2,0,28,0,0,0,0,0
RC11-16,BUFD_0426,0,,-2.766666667,-35.21666667,3835,11,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,34,1,,365,0,0,0,0,44,1,0,7,0,0,0,6,0,1,12,0,0,0,0,2,1,10,118,120,0,1,0,12,3,0,0,0,0,1,0,22,0,0,0,0,0
RC11-21,BUFD_0427,0,Piston,-17.25,-35.96666667,4021,11,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,34,1,,338,0,0,1,0,34,0,10,4,0,0,2,1,0,0,0,0,0,0,0,0,23,38,157,22,1,6,3,8,5,0,0,0,0,0,7,11,0,0,0,0,0
RC11-22B,BUFD_0428,0,Trigger,-20.15,-32.68333333,4164,11,,,0.035,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,34,1,,370,0,0,1,2,18,0,12,14,0,0,2,2,0,0,0,0,0,0,0,0,11,6,251,11,0,1,5,8,9,0,0,0,2,0,3,11,0,0,0,0,0
RC11-26,BUFD_0429,0,Piston,-28.58333333,-30.05,2349,11,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,456,0,0,0,11,6,13,27,0,0,0,14,2,3,0,0,0,0,0,2,22,9,27,181,11,20,3,4,15,13,0,0,0,4,0,5,42,0,0,0,0,0
RC11-35,BUFD_0430,0,Trigger,-34.7,-35.1,4319,11,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,34,1,,342,0,0,0,16,0,3,27,0,0,0,51,7,61,0,0,0,0,0,14,32,3,0,105,6,1,0,1,2,2,0,0,0,2,0,0,6,0,0,0,0,0
RC11-37,BUFD_0431,0,Piston,-31.98333333,-35.53333333,2578,11,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,34,1,,319,0,0,0,20,0,5,25,1,0,0,47,1,2,0,0,0,0,0,9,27,10,2,98,17,10,6,1,6,17,0,0,0,1,0,0,10,0,0,0,0,0
RC11-78,BUFD_0432,1,Trigger,-50.86666667,-9.866666667,3115,257,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"G. truncatulinoides subspecies set to N/A, sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",55,1,,363,0,0,0,0,0,0,0,0,0,0,0,1,7,349,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC11-80,BUFD_0434,1,Trigger,-46.75,-0.05,3657,11,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",51,1,,372,0,0,0,1,0,0,11,0,0,0,159,3,5,93,0,0,0,0,91,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
RC11-82,BUFD_0435,0,Trigger,-43.48333333,5.95,4609,11,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,266,0,0,0,0,0,0,17,0,0,0,138,0,3,6,0,0,0,0,96,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC11-84,BUFD_0436,0,Trigger,-39.26666667,12.58333333,4898,11,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,282,0,0,0,1,0,3,3,0,0,0,40,15,151,12,0,0,0,0,49,4,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
RC11-86,BUFD_0437,1,Trigger,-35.78333333,18.45,2829,11,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. conglomerata abundances moved to unidentified,34,1,,316,0,0,0,2,0,4,14,0,0,0,91,28,56,0,4,0,0,0,35,22,0,0,17,8,0,4,2,5,9,0,0,0,0,0,0,13,0,0,0,0,0
RC11-99,BUFD_0438,0,Trigger,-46.51666667,61.03333333,4449,129,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,382,0,0,0,1,0,0,15,0,0,0,193,0,8,62,0,0,0,0,96,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
RC11-103,BUFD_0439,0,Trigger,-43.03333333,57.35,4673,129,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,274,0,0,0,5,0,0,5,0,0,0,144,3,48,24,0,0,0,0,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC11-106,BUFD_0440,0,Trigger,-34.33333333,54.21666667,4212,129,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,296,1,0,1,7,0,0,2,0,0,0,184,11,52,4,1,0,0,0,8,1,0,0,4,0,0,4,1,5,0,0,1,0,0,0,0,8,0,0,1,0,0
RC11-111,BUFD_0441,0,Trigger,-22.4,57.63333333,4365,129,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,34,1,,419,0,0,0,3,15,2,13,5,0,0,37,15,0,0,3,0,0,0,1,0,15,0,213,36,0,2,9,23,11,0,0,0,0,0,1,12,0,0,0,0,0
RC11-116,BUFD_0442,0,Trigger,-34.91666667,67.58333333,4548,129,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,34,1,,266,0,0,1,0,0,2,17,0,0,0,135,3,77,4,0,0,0,0,12,0,3,0,3,1,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
RC11-117,BUFD_0443,0,Trigger,-36.48333333,69.55,4367,129,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,280,0,0,0,7,0,1,20,0,0,0,76,10,99,7,0,0,0,0,29,12,0,0,5,0,0,2,3,2,1,0,4,0,0,0,0,1,0,0,0,0,0
RC11-118,BUFD_0444,0,Trigger,-37.8,71.53333333,4354,129,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,577,0,0,1,1,0,0,26,0,0,0,64,52,251,5,0,0,0,0,114,27,0,0,1,0,0,3,1,1,1,0,11,0,0,0,0,14,0,0,0,0,0
RC11-120,BUFD_0445,0,Trigger,-43.51666667,79.86666667,3193,129,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,287,0,0,0,4,0,3,12,0,0,0,55,10,32,21,0,0,0,0,80,24,0,0,0,0,0,6,0,2,2,0,13,0,0,0,0,22,0,0,0,0,0
RC11-121,BUFD_0446,0,Trigger,-39.71666667,82.25,3426,129,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,244,0,0,0,1,0,2,28,0,0,0,58,3,35,1,0,0,0,0,52,40,0,0,1,0,0,3,0,2,3,0,2,0,0,0,0,10,0,0,0,0,0
RC11-122,BUFD_0447,0,Trigger,-38.03333333,83.48333333,3490,129,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,290,0,0,0,6,0,2,25,0,0,0,47,19,45,0,0,0,0,0,61,48,0,0,4,0,0,5,2,1,9,0,5,0,1,0,0,6,0,0,0,0,0
RC11-123,BUFD_0448,0,Trigger,-37.98333333,86.65,3766,129,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,749,0,0,5,9,0,1,71,0,0,0,141,48,94,4,0,0,0,0,118,147,0,0,5,0,0,18,4,10,4,0,29,2,0,0,0,34,0,0,0,0,0
RC11-124,BUFD_0449,0,Trigger,-36.1,90.21666667,3775,129,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,521,0,0,0,19,0,2,44,0,0,0,146,28,83,4,0,0,0,0,63,64,0,0,12,0,0,11,2,3,6,0,13,0,1,0,0,13,0,0,0,0,0
RC11-125,BUFD_0450,0,Trigger,-33.63333333,91.93333333,4305,129,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,432,0,0,3,16,0,1,75,0,0,0,156,13,77,6,1,0,0,0,36,9,5,0,13,0,0,6,6,5,1,0,0,0,0,1,0,0,0,0,0,0,0
RC11-126,BUFD_0451,0,Trigger,-30.06666667,94.41666667,2336,129,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,34,1,,229,0,0,0,7,0,6,43,0,0,0,32,0,15,0,0,0,0,0,13,46,0,0,12,9,10,4,3,12,4,0,1,0,0,0,0,5,0,0,0,0,0
RC11-128,BUFD_0452,0,Trigger,-28.06666667,95.96666667,3926,129,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,34,1,,300,0,0,0,7,3,4,44,1,0,0,68,1,2,0,0,0,0,0,4,19,5,0,80,8,1,9,9,14,6,0,0,0,1,0,0,9,0,0,0,0,0
RC11-134,BUFD_0453,1,Trigger,-33.06666667,110.55,2345,129,0,0.02,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. ruber pink abundances moved to unidentified",66,1,,315,0,0,0,9,0,1,30,0,0,0,120,7,14,0,2,0,0,0,22,42,0,0,41,2,0,2,0,3,4,0,1,0,0,0,0,12,0,0,0,0,0
RC11-138,BUFD_0454,1,Trigger,-33.78333333,112.7666667,3069,129,0,0.02,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,98,1,,271,0,0,0,2,4,6,12,0,0,0,86,21,5,0,0,0,0,0,17,25,0,0,49,6,3,1,0,6,4,0,0,0,2,0,0,19,0,0,0,0,0
RC11-141,BUFD_0455,1,Trigger,-31.56666667,114.1166667,4347,129,0,0.02,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",98,1,,248,0,0,2,3,11,0,9,0,0,0,165,18,1,0,0,0,0,0,3,0,2,0,16,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0
RC11-145,BUFD_0456,1,Trigger,-25.48333333,110.0166667,3869,129,0,0.02,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. crassula identified",98,1,,300,0,0,0,2,39,2,4,3,0,0,56,45,0,0,6,0,1,0,5,2,9,0,63,16,0,0,4,4,7,0,0,0,0,0,0,25,0,0,0,0,0
RC11-146,BUFD_0457,1,Trigger,-21.41666667,112.8,2371,129,0,0.02,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. crassula identified",98,1,,335,0,0,0,0,26,1,1,1,0,0,2,27,0,0,6,0,0,0,29,15,3,0,109,20,13,2,1,10,12,0,0,0,5,0,0,47,0,0,0,0,0
RC11-150,BUFD_0458,1,,-6.016666667,119,633,81,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",98,1,,361,0,0,0,1,7,4,0,2,0,0,0,68,4,0,44,0,0,0,82,6,2,0,68,6,5,1,1,10,2,0,0,0,3,0,1,41,0,0,0,0,0
RC11-156,BUFD_0459,1,,16.53333333,145.8333333,2047,49,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,66,1,,389,0,0,0,0,3,3,1,0,0,0,0,1,0,0,1,0,1,0,2,5,11,0,250,27,28,0,1,4,2,0,0,0,10,0,0,28,0,0,0,0,0
RC11-158,BUFD_0460,0,Piston,20.91666667,149.9166667,3177,49,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,66,1,,431,0,0,2,0,12,2,21,12,0,0,4,4,2,0,0,1,0,0,1,1,41,0,184,67,8,1,9,23,12,0,0,0,0,5,1,4,0,0,0,0,0
RC11-160,BUFD_0461,1,Trigger,26.8,142.9,4025,49,0,0.03,0.015,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,66,1,,581,0,0,1,0,6,1,32,9,0,0,192,95,7,0,19,0,0,0,17,8,5,0,131,18,0,4,5,5,5,0,0,0,2,2,0,15,0,0,0,0,0
RC11-162,BUFD_0462,1,Trigger,33.2,139.0333333,1763,49,0,0.02,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,66,1,,875,0,0,4,2,15,1,9,0,0,0,165,133,111,2,11,0,0,0,63,61,9,0,91,21,6,2,1,6,5,0,0,0,0,0,0,150,0,0,0,0,0
RC11-187,BUFD_0463,0,Trigger,47.15,-130.1166667,2670,49,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",66,1,,1710,0,0,0,0,0,6,0,0,0,0,0,101,327,602,0,0,0,0,524,0,0,0,2,0,0,46,0,0,0,0,29,0,0,0,0,68,0,0,0,0,0
RC11-211,BUFD_0464,0,Trigger,-1.983333333,-139.7166667,4319,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,98,1,,417,0,0,3,0,20,0,1,23,0,0,0,56,2,0,89,1,3,0,41,3,2,0,46,36,0,2,2,7,0,0,0,3,2,1,0,69,0,0,0,0,0
RC11-217,BUFD_0465,1,Trigger,-14.78333333,-146.8666667,2633,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"G. ruber pink abundances moved to unidentified, G. truncatulinoides subspecies set to N/A",66,1,,1595,5,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,1,0,37,0,37,0,908,87,31,5,2,65,13,0,1,0,28,1,8,354,0,0,0,0,0
RC11-220,BUFD_0466,0,Trigger,-14.81666667,-139.9666667,2950,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,98,1,,1128,5,0,0,1,0,0,0,5,0,0,1,0,0,0,4,4,0,0,29,0,15,0,595,71,31,2,2,41,5,1,0,3,18,3,3,279,0,0,0,0,0
RC11-227,BUFD_0467,0,Piston,-5.983333333,-114.6166667,4158,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,98,1,,272,0,0,0,0,28,0,0,44,0,0,0,145,9,0,21,5,0,0,0,0,5,0,1,5,0,1,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0
RC11-230,BUFD_0468,0,Trigger,-8.8,-110.8,3259,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,98,1,,322,0,0,0,0,28,0,0,6,0,2,0,39,1,0,30,6,5,0,14,1,4,0,48,54,3,1,2,13,2,1,0,2,0,0,1,59,0,0,0,0,0
RC11-232,BUFD_0469,0,Trigger,-11.33333333,-106.9666667,3762,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,98,1,,296,0,0,0,0,10,0,0,107,0,0,0,88,0,2,35,19,0,0,1,0,2,0,2,12,0,1,5,7,1,0,0,0,0,4,0,0,0,0,0,0,0
RC11-237,BUFD_0470,0,Trigger,-1.533333333,-85.81666667,2776,81,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,98,1,,336,0,0,0,0,14,0,0,0,0,0,0,209,46,9,6,1,0,0,22,1,2,0,0,3,0,2,0,1,2,0,0,0,0,1,0,13,0,0,0,0,0
RC11-255,BUFD_0471,1,Trigger,30.73333333,-75.31666667,3728,7,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. adamsi abundances moved to unidentified,2,1,,384,0,0,0,7,13,1,29,2,0,0,6,13,0,0,7,0,0,0,5,24,4,11,128,32,13,4,0,32,18,0,0,1,0,0,0,32,0,0,0,0,0
RC11-260,BUFD_0472,0,Trigger,38.03333333,-70.8,3835,7,0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,555,0,0,0,0,7,0,1,1,0,0,123,93,199,1,2,0,0,0,56,10,3,5,15,4,0,1,0,1,0,0,0,0,1,0,0,25,0,0,0,0,0
RC12-7,BUFD_0474,1,Trigger,27.15,-91.55,1942,7,0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,325,0,0,0,1,40,0,38,9,0,0,0,13,0,0,25,0,0,0,10,6,5,18,108,10,0,3,0,12,9,0,0,0,0,0,2,14,0,0,0,0,0
