Sample,Sample ID,Flag,Device,Latitude,Longitude,Water depth,Ocean,Sample depth top,Sample depth bottom,Sample depth average,Author,Journal,Year,Publication doi,Resource doi,Comment,Database,Type,Count min,Count,D. anfracta,G. cavernula,G. crassaformis,G. hirsuta,G. cultrata,G. scitula,G. truncatulinoides,G. tumida,G. ungulata,G. theyeri,G. inflata,N. dutertrei,N. incompta,N. pachyderma,P. obliquiloculata,G. conglomerata,G. hexagonus,B. pumilio,G. bulloides,G. falconensis,G. conglobatus,G. ruber ruber,G. ruber albus,T. sacculifer,G. tenellus,O. universa,B. digitata,G. siphonifera,G. calida,G. adamsi,T. quinqueloba,T. humilis,G. rubescens,S. dehiscens,C. nitida,G. glutinata,G. uvula,G. minuta,T. iota,H. pelagica,H. digitata,SST
RC12-333,BUFD_0515,0,Trigger,0.8,76.16666667,4233.0,129.0,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,34,1,,275.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,31.0,0.0,0.0,0.0,52.0,5.0,0.0,24.0,10.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,9.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.222124099731445
RC12-335,BUFD_0516,0,Trigger,6.233333333,71.0,3314.0,129.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,2,1,,325.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,13.0,0.0,0.0,0.0,25.0,1.0,0.0,7.0,3.0,4.0,0.0,83.0,6.0,2.0,0.0,29.0,11.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,28.22977638244629
RC12-340,BUFD_0517,0,Trigger,12.7,90.01666667,3012.0,129.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,34,1,,484.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,0.0,1.0,15.0,33.0,14.0,0.0,53.0,1.0,13.0,0.0,83.0,69.0,0.0,2.0,5.0,27.0,17.0,0.0,0.0,0.0,0.0,5.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,28.175514221191406
RC12-341,BUFD_0518,0,Piston,13.05,89.58333333,2988.0,129.0,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,34,1,,374.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,1.0,0.0,1.0,0.0,41.0,0.0,0.0,14.0,30.0,9.0,0.0,26.0,0.0,18.0,0.0,64.0,68.0,0.0,2.0,5.0,18.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,28.101821899414062
RC12-342,BUFD_0519,0,Trigger,15.05,88.63333333,2840.0,129.0,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,34,1,,397.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,8.0,0.0,0.0,0.0,68.0,0.0,1.0,19.0,52.0,7.0,0.0,20.0,2.0,6.0,0.0,11.0,49.0,1.0,1.0,10.0,26.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,27.988922119140625
RC12-343,BUFD_0520,0,Piston,15.16666667,90.56666667,2666.0,129.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,34,1,,531.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,5.0,0.0,0.0,0.0,94.0,0.0,0.0,26.0,46.0,19.0,0.0,26.0,22.0,19.0,0.0,61.0,60.0,0.0,1.0,3.0,28.0,30.0,2.0,0.0,0.0,1.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,27.9038028717041
RC12-344,BUFD_0521,0,Trigger,12.76666667,96.06666667,2140.0,129.0,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,34,1,,334.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,9.0,5.0,7.0,0.0,30.0,12.0,2.0,0.0,98.0,26.0,4.0,0.0,0.0,7.0,7.0,3.0,1.0,0.0,5.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,28.197097778320312
RC12-347,BUFD_0522,0,Trigger,9.333333333,93.33333333,1533.0,129.0,,,0.01,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,34,1,,509.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0,3.0,0.0,19.0,2.0,5.0,0.0,44.0,2.0,1.0,0.0,203.0,24.0,2.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0,5.0,1.0,94.0,0.0,0.0,0.0,0.0,0.0,28.13127326965332
RC12-365,BUFD_0523,1,Trigger,23.95,126.1833333,2787.0,49.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,66,1,,2148.0,0.0,0.0,1.0,7.0,17.0,19.0,61.0,6.0,0.0,0.0,74.0,214.0,52.0,3.0,89.0,1.0,0.0,0.0,137.0,164.0,57.0,0.0,516.0,245.0,28.0,16.0,6.0,52.0,47.0,0.0,0.0,0.0,13.0,0.0,3.0,283.0,0.0,0.0,3.0,0.0,0.0,25.58248519897461
RC12-366,BUFD_0524,0,Trigger,26.58333333,126.3333333,1644.0,49.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,66,1,,241.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,7.0,0.0,0.0,5.0,30.0,0.0,0.0,59.0,0.0,0.0,0.0,12.0,1.0,12.0,0.0,29.0,14.0,0.0,3.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,24.206819534301758
RC12-417,BUFD_0525,1,Trigger,38.1,170.0166667,3849.0,49.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",66,1,,602.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,216.0,73.0,143.0,88.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.012929916381836
RC12-418,BUFD_0526,1,Trigger,38.1,170.0166667,3842.0,49.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",66,1,,305.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,74.0,50.0,74.0,55.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.012929916381836
RC13-1,BUFD_0527,0,Trigger,21.46666667,-157.2333333,2114.0,49.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. crassula identified,66,1,,451.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,10.0,0.0,269.0,35.0,19.0,4.0,2.0,15.0,7.0,1.0,0.0,0.0,9.0,0.0,4.0,49.0,0.0,0.0,0.0,0.0,0.0,25.12837028503418
RC13-17,BUFD_0528,0,Trigger,19.08333333,-170.0666667,3374.0,49.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,66,1,,374.0,0.0,0.0,3.0,0.0,29.0,4.0,28.0,13.0,0.0,0.0,4.0,11.0,2.0,1.0,3.0,2.0,3.0,0.0,5.0,2.0,21.0,0.0,143.0,25.0,1.0,1.0,5.0,9.0,10.0,0.0,0.0,0.0,7.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,26.379743576049805
RC13-27,BUFD_0529,0,Trigger,13.86666667,-175.2666667,3555.0,49.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,66,1,,396.0,0.0,0.0,2.0,0.0,51.0,0.0,0.0,189.0,0.0,0.0,0.0,12.0,2.0,0.0,23.0,17.0,0.0,0.0,4.0,2.0,40.0,0.0,16.0,11.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.207246780395508
RC13-108,BUFD_0530,0,Trigger,-3.116666667,-89.41666667,3308.0,81.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,98,1,,394.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,345.0,20.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23.44724464416504
RC13-113,BUFD_0531,0,Trigger,-1.65,-103.6333333,3195.0,81.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,98,1,,311.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,143.0,96.0,1.0,2.0,2.0,5.0,0.0,6.0,1.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,23.675960540771484
RC13-139,BUFD_0532,0,Trigger,4.75,-90.93333333,3032.0,49.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,66,1,,459.0,0.0,0.0,0.0,0.0,145.0,0.0,1.0,13.0,0.0,0.0,0.0,224.0,14.0,0.0,8.0,5.0,1.0,0.0,6.0,2.0,0.0,0.0,4.0,11.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.028053283691406
RC13-146,BUFD_0533,1,Trigger,11.91666667,-75.03333333,3387.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. conglomerata abundances moved to unidentified",10,1,,344.0,0.0,0.0,7.0,0.0,22.0,0.0,3.0,75.0,0.0,0.0,0.0,20.0,1.0,1.0,33.0,0.0,0.0,0.0,1.0,0.0,3.0,16.0,54.0,32.0,0.0,19.0,1.0,29.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,27.40863800048828
RC13-147,BUFD_0534,1,Trigger,12.88333333,-74.85,3941.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. conglomerata abundances moved to unidentified",11,1,,373.0,0.0,0.0,5.0,0.0,59.0,0.0,2.0,27.0,0.0,0.0,0.0,65.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,4.0,16.0,53.0,38.0,0.0,41.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,27.13117790222168
RC13-150,BUFD_0535,1,Trigger,15.61666667,-71.66666667,3788.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,317.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,3.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,39.0,100.0,79.0,0.0,3.0,0.0,9.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,27.505983352661133
RC13-152,BUFD_0536,1,Trigger,16.71666667,-75.45,2027.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. adamsi abundances moved to unidentified",10,1,,389.0,0.0,0.0,1.0,0.0,23.0,0.0,1.0,8.0,0.0,0.0,0.0,26.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,59.0,115.0,75.0,1.0,10.0,0.0,16.0,7.0,0.0,0.0,0.0,5.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,27.64399528503418
RC13-153,BUFD_0537,1,Trigger,15.06666667,-75.95,3334.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,336.0,0.0,0.0,2.0,0.0,17.0,0.0,1.0,6.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,40.0,118.0,53.0,1.0,8.0,2.0,5.0,7.0,0.0,0.0,0.0,2.0,0.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,27.55208396911621
RC13-154,BUFD_0538,1,Trigger,14.88333333,-78.75,2308.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,456.0,0.0,0.0,1.0,0.0,33.0,0.0,1.0,6.0,0.0,0.0,0.0,23.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,141.0,109.0,1.0,17.0,1.0,16.0,7.0,0.0,0.0,0.0,5.0,0.0,3.0,37.0,0.0,0.0,0.0,0.0,0.0,27.580366134643555
RC13-156,BUFD_0539,1,Trigger,10.03333333,-76.95,3103.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,536.0,0.0,0.0,22.0,1.0,31.0,0.0,3.0,35.0,0.0,0.0,0.0,27.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,79.0,172.0,81.0,0.0,1.0,0.0,23.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,27.67374610900879
RC13-157,BUFD_0540,1,Trigger,11.25,-78.15,3588.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,sample depth information from duplicate sample,10,1,,381.0,0.0,0.0,6.0,0.0,43.0,0.0,1.0,14.0,0.0,0.0,0.0,43.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,7.0,24.0,97.0,94.0,0.0,5.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,27.632068634033203
RC13-158,BUFD_0541,1,Trigger,13.16666667,-79.81666667,3016.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. adamsi abundances moved to unidentified,2,1,,322.0,0.0,0.0,1.0,0.0,24.0,0.0,3.0,5.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,37.0,115.0,60.0,0.0,9.0,0.0,8.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,27.60708236694336
RC13-189,BUFD_0542,1,Trigger,1.85,-30.0,3233.0,7.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",30,1,,357.0,0.0,0.0,0.0,0.0,29.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,2.0,0.0,12.0,0.0,0.0,0.0,1.0,4.0,0.0,16.0,120.0,91.0,2.0,3.0,2.0,15.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,26.735631942749023
RC13-190,BUFD_0543,0,Trigger,1.783333333,-25.43333333,3797.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,2,1,,362.0,2.0,0.0,4.0,0.0,14.0,1.0,1.0,6.0,0.0,0.0,0.0,12.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,1.0,23.0,120.0,81.0,3.0,3.0,4.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,26.615034103393555
RC13-195,BUFD_0544,0,Piston,4.583333333,-10.05,2536.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,2,1,,308.0,0.0,0.0,5.0,0.0,19.0,0.0,0.0,4.0,0.0,0.0,3.0,19.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,37.0,67.0,82.0,3.0,7.0,1.0,7.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,27.305665969848633
RC13-196,BUFD_0545,0,Trigger,3.7,-7.716666667,3735.0,7.0,,,0.02,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,2,1,,333.0,0.0,0.0,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,36.0,65.0,96.0,4.0,5.0,2.0,11.0,8.0,0.0,0.0,0.0,7.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,26.96803092956543
RC13-197,BUFD_0546,1,Piston,4.516666667,-0.716666667,2904.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"G. conglomerata abundances moved to unidentified, G. truncatulinoides subspecies set to N/A",2,1,,394.0,0.0,0.0,10.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,44.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,68.0,55.0,96.0,3.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,27.018827438354492
RC13-199,BUFD_0547,0,Trigger,2.016666667,2.633333333,4393.0,7.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,2,1,,247.0,0.0,0.0,3.0,0.0,58.0,0.0,0.0,10.0,0.0,0.0,15.0,94.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,20.0,27.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.21982192993164
RC13-209,BUFD_0548,0,Trigger,-8.183333333,-8.216666667,4296.0,11.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,G. truncatulinoides subspecies set to N/A,34,1,,328.0,0.0,0.0,3.0,0.0,34.0,0.0,0.0,4.0,0.0,2.0,3.0,16.0,7.0,0.0,15.0,0.0,0.0,0.0,1.0,6.0,0.0,24.0,108.0,44.0,2.0,6.0,0.0,13.0,4.0,0.0,0.0,0.0,8.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,24.768577575683594
RC13-210,BUFD_0549,0,Trigger,-9.133333333,-10.6,3658.0,11.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,34,1,,390.0,0.0,0.0,5.0,0.0,30.0,1.0,3.0,3.0,0.0,0.0,7.0,13.0,7.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,3.0,31.0,122.0,84.0,0.0,3.0,0.0,17.0,8.0,0.0,1.0,0.0,8.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,24.675981521606445
RC13-227,BUFD_0550,1,Trigger,-21.88333333,8.866666667,4301.0,11.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"device information from duplicate sample, sample depth information from duplicate sample, coordinates corrected via depth control",50,1,,370.0,0.0,0.0,9.0,0.0,10.0,2.0,6.0,1.0,0.0,0.0,85.0,11.0,181.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,4.0,3.0,0.0,13.0,5.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,19.351993560791016
RC13-228,BUFD_0551,1,Trigger,-22.33333333,11.2,3204.0,11.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",18,1,,358.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,10.0,238.0,5.0,0.0,0.0,0.0,0.0,38.0,8.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,18.064443588256836
RC13-229,BUFD_0552,0,Trigger,-25.48333333,11.3,4191.0,11.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,34,1,,287.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,73.0,16.0,162.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.151765823364258
RC13-242,BUFD_0553,0,Trigger,-37.53333333,-3.583333333,4266.0,11.0,,,0.025,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,257.0,0.0,0.0,0.0,4.0,0.0,1.0,15.0,0.0,0.0,0.0,49.0,4.0,72.0,1.0,0.0,0.0,0.0,0.0,84.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14.540873527526855
RC13-253,BUFD_0554,0,Trigger,-46.6,7.616666667,2494.0,11.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,T. sacculifer subspecies set to N/A,34,1,,278.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,26.0,1.0,4.0,131.0,0.0,0.0,0.0,0.0,79.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.752753257751465
RC13-275,BUFD_0555,1,Trigger,-50.71666667,13.43333333,1984.0,257.0,0.0,0.01,0.005,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,"G. truncatulinoides subspecies set to N/A, sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",23,1,,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,293.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.973373532295227
RC14-21,BUFD_0556,0,Trigger,-12.46666667,71.88333333,4462.0,129.0,0.0,,,Prell et al.,IGBP PAGES/World Data Center-A for Paleoclimatology,1999,,https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html,,34,1,,204.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,34.0,0.0,0.0,0.0,20.0,2.0,0.0,33.0,3.0,0.0,0.0,4.0,1.0,11.0,0.0,17.0,9.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.795055389404297
